,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2_NCAD,HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42_REX1,TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1_DAX1,TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7_Myst,TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH
28,D11 SSEA4+ Tra1-60-  3,999,22.1618611564,999,999,22.1263621262,999,21.4949176738,999,21.9320001627,26.9945579292,25.7584539727,999,23.871033867,999,999,23.7956225042,999,999,999,999,24.5652170619,999,24.2335832675,999,21.401224802,999,24.2018295503,26.4491949734,999,25.6401269146,999,999,23.8788367594,23.3312044482,999,999,999,999,999,22.9016890879,999,999,999,999,999,999,28.3196297811,999,999,22.9847235395,23.7319699733,23.4386754292,999,999,999,999,24.8816566239,999,999,999,24.1953027489,24.6674577967,25.2407809055,26.8160080376,999,24.2688855969,25.5460685782,24.3141655645,24.0367658029,999,999,999,999,999,18.5252923017,999,999,999,23.4315218747,999,23.9425703922,999,20.6794383548,18.5807782397,999,26.1429511233,999,999,21.8463462147,24.3890247063,999,999,999,999,999,18.2650653824
29,D11 SSEA4+ Tra1-60-  11,23.8931662493,999,999,999,23.024430729,999,23.0410313496,999,25.1102842131,24.8717855433,23.7464843839,999,22.8339788059,999,23.5822109136,21.2695243785,999,999,999,999,24.2815809829,999,24.7117435183,999,23.1567744293,25.8838992269,22.907383112,25.878659818,999,999,999,25.6105055856,999,23.7000551509,999,999,999,999,999,24.280061327,999,999,999,999,26.2139147941,23.9003286164,25.8623728449,999,999,999,23.6330952342,999,999,999,999,999,25.2986417262,999,27.7132962602,999,25.078892871,999,25.456428905,999,999,999,22.0162666628,25.0056275973,999,999,999,999,999,999,26.0897464234,999,999,25.5115902902,999,999,22.9332949713,999,23.5112546744,17.036000111,26.3808449882,23.5352055531,999,999,999,23.9104997539,999,999,999,999,23.0521854668,18.318881617
30,D11 SSEA4+ Tra1-60-  19,999,24.9288341285,999,23.9598826848,999,999,21.4344820446,999,999,27.2020764497,23.9307200264,999,22.4030454531,999,23.4784646788,999,999,999,999,999,23.9453920662,999,22.4101450143,999,22.7048291932,999,999,25.2851386292,999,999,27.2279559478,25.4418077504,999,23.333102453,999,999,999,999,25.5716600249,24.9827068569,999,999,22.6208474223,999,999,25.5971699692,24.6842115553,999,999,25.9201715326,999,25.0809074832,999,999,999,999,21.2667010613,999,999,999,22.9231803093,25.6885808778,23.5900059483,999,999,23.9799018081,23.2793113375,28.4175262689,22.746996692,999,999,999,999,999,19.1532798566,999,999,23.9193857299,26.0584198775,999,23.3500955045,999,20.4354464785,17.8251161966,26.517481767,23.2204964768,999,999,999,24.0572202388,26.2950731584,24.4637958549,999,999,999,18.0549188771
31,D14 SSEA4+ Tra1-60-  4,999,999,999,999,999,999,24.133156405,999,999,24.7314543476,999,999,22.3226990249,999,24.6682621014,23.9634625281,999,24.3230291832,999,999,24.459470547,999,23.7564273639,999,21.4799653239,25.7732722005,999,999,999,24.7222166618,999,999,999,22.7334299304,999,999,999,999,999,25.0595169623,999,999,999,999,24.2437367919,23.0027394148,999,999,23.037464112,25.0732660176,25.5960894404,999,999,999,999,999,999,999,27.4841044304,999,22.6232464186,999,24.6715595281,999,26.1920044385,999,23.7239458632,999,25.5541022905,999,999,999,999,999,25.9483236146,999,999,999,24.1525620383,999,23.4897421717,999,24.1313512513,17.2045941716,999,25.4184606674,999,999,999,26.7187366851,24.3556654574,24.7749193591,999,999,999,18.458427004
32,D14 SSEA4+ Tra1-60-  13,999,22.4061057393,999,22.0889867493,23.2423898084,999,21.1376202712,999,22.6109878791,24.9567590718,999,999,999,999,999,999,999,28.9592467779,999,999,999,999,23.4120360752,999,20.195273707,23.9629250475,23.2427417649,999,999,24.7159364675,999,999,999,22.7739817252,999,999,999,999,999,23.8895013081,999,999,999,999,999,999,999,999,999,25.6541049791,25.2414258505,22.2194447451,999,999,999,999,24.8661454915,999,28.4228799881,999,999,999,24.8892424367,21.5657516652,999,23.1135074387,999,999,23.0820203298,999,999,999,999,999,16.9696639118,999,999,999,22.232114965,999,23.3044537482,999,22.9491372582,17.9594715743,23.4175951465,999,999,999,999,24.4080504411,999,999,999,999,999,19.3840764559
33,D14 SSEA4+ Tra1-60-  21,999,24.8605279973,999,999,999,999,20.8455162425,999,999,26.3819535781,999,999,23.0241781801,999,25.8229607649,24.9763539938,999,999,999,999,999,999,22.5924218105,999,21.899703906,999,25.3559943646,999,999,25.5531762701,999,25.6417253521,999,23.1435377519,999,999,999,999,26.2644852385,23.5400146156,999,999,24.896485711,999,24.3854860895,999,999,999,25.232658208,24.5406161277,23.7786718808,999,999,999,999,999,23.3002780526,999,26.3469288867,999,999,999,23.9447389337,999,24.8354734805,24.1120807471,21.7677550925,26.1181358099,21.1443594947,999,999,999,999,999,19.6681746385,999,999,25.1606794122,23.0780386843,999,21.670457029,999,24.3311749589,16.5994171698,24.4337663848,999,22.4934520293,999,999,29.029406074,999,999,999,24.4420482858,999,17.7349464874
34,D21 SSEA4+ Tra1-60-  3,22.6371147543,22.5904955568,999,999,999,999,24.4931540747,26.3293056186,24.935603832,24.1251979267,22.9288148992,999,21.4554422186,999,20.9036493285,24.1372633952,999,999,999,999,24.9684140022,23.8495832069,21.4207490861,999,999,23.8696448136,23.4949604629,999,999,25.8089477388,27.593250132,999,999,24.7185495572,25.2520448243,999,999,999,33.7428591884,24.9014610849,999,23.6815168301,22.0387508938,999,999,23.481660283,999,999,20.2683761757,24.3820610246,21.1379934601,999,999,999,999,999,25.7670219658,999,27.210653835,999,22.1255279027,22.464805849,23.1947339081,999,999,22.2135992734,22.3792223603,23.854800219,21.6498942413,999,999,999,21.702187334,999,999,999,999,24.0509843007,21.024590784,22.9161189036,22.2242416538,999,22.2477661865,17.758994755,999,23.9748335574,21.8040790532,999,999,26.489942183,21.0075331027,20.6180653321,999,25.5895747815,17.8745651965,17.707449942
35,D21 SSEA4+ Tra1-60-  12,21.9892048782,22.4805005981,999,999,999,999,22.5486653041,999,23.8170181642,24.3023362903,22.9269291361,999,21.8130742236,999,23.5567118618,23.1556019592,999,999,999,999,23.9838666004,21.671357483,20.7446564843,999,25.8674104673,25.5055564639,22.1270002027,24.7631757328,999,27.0139386063,999,999,999,22.8522175677,999,999,21.9139235825,999,999,23.3761395665,999,26.9268175643,22.098970723,999,999,22.39080635,27.3774900926,999,20.9821392071,26.3500361192,21.1578250701,24.8115513529,999,999,999,999,24.1487783229,999,27.1895281895,999,23.7029523822,24.7580852848,23.4505809258,999,999,27.8858513662,20.3351132726,24.9960326516,22.0094386054,999,999,999,23.6755354352,999,999,999,25.2220330215,23.4716553871,21.8076661326,999,23.4974282285,999,999,17.5851868768,999,23.6144407502,23.4237681153,999,999,999,22.0261419846,21.5051557121,25.7858132687,22.1206270871,17.78319174,17.2700404864
36,D21 SSEA4+ Tra1-60-  21,20.2757303427,21.024259418,999,999,999,999,23.7841853988,24.1506805082,23.9650320292,22.1988682218,21.5069339764,25.3040092481,20.5329462566,999,21.8738838949,23.9709297311,999,25.1585371158,999,999,22.939240218,21.0668473646,20.018965008,999,21.2060590401,22.6675105738,23.812291757,22.9490516561,999,25.1339960052,999,26.6782244342,24.5393036943,22.5508173954,999,999,21.4710771651,999,999,22.7186634152,999,999,19.5670136542,999,20.4660442095,22.3317982351,27.2764654193,999,18.6140124343,23.415003368,21.1206532036,999,999,999,999,999,23.8774511965,999,27.5780891273,999,22.4937937404,22.0881411547,23.0460073545,999,24.8037427499,24.2908281241,20.7416568448,22.3417373785,19.6934557937,999,999,999,20.3802773856,999,999,999,999,22.5728127154,20.1196335596,23.1485692986,22.2866680283,999,22.4269726046,16.4292277814,999,21.8622301159,20.8122402844,999,999,26.6905616416,21.6603717726,19.8728069386,28.5944290801,22.7008573743,16.5571833539,16.6684127834
37,D7 SSEA4+ Tra1-60-  7,999,24.8337598566,999,22.3395007141,20.85682069,999,18.1867386381,999,25.0072353105,22.3555824719,22.074522588,999,21.5117674797,999,999,21.6259289975,999,22.3729852527,26.2939662965,999,29.7781429981,999,20.943861002,999,21.0817950876,999,21.6330890141,23.9823796293,999,22.8373267398,999,999,999,20.9058411769,999,999,999,999,26.2675258175,21.9691489562,999,999,24.9740922107,999,999,24.5387648026,23.5345786745,999,999,26.7109368784,22.7675286094,19.3682378087,999,999,999,999,22.8524527835,999,999,999,21.5079045833,22.4043262742,23.9468306037,22.7674911828,23.7628942965,21.8277525537,999,26.2210548905,999,999,999,999,999,999,20.673873396,20.4899552838,999,22.6327353719,999,999,23.0651404734,999,18.7805842139,18.2615397886,25.9912079968,22.6567427781,999,999,20.1211680426,999,999,999,999,999,999,15.821438849
38,D7 SSEA4+ Tra1-60-  20,999,24.9860639026,999,23.1219409251,21.6167753548,999,19.9774069463,999,999,24.7247307752,24.5019413008,999,22.8227796419,999,999,24.3953891945,999,24.2747755967,26.09248889,999,24.9732502088,999,23.1919072776,999,22.4015538008,999,23.5660764502,999,999,999,999,26.7173444936,25.6942850407,24.1220051249,999,999,999,999,24.9778314309,23.206374704,999,999,25.0923141845,999,999,23.4701782305,25.9984383875,999,999,999,24.5563517855,22.0624205858,999,999,999,999,999,999,999,999,24.7791873451,23.7300525315,24.9318289385,22.1820689969,999,25.0262247528,999,999,999,999,999,999,999,999,18.2274200144,21.8089121847,999,24.8818008843,999,999,24.8396158813,999,20.7123709561,19.4778257558,999,24.3332083457,999,999,22.4564183421,999,999,999,999,999,26.318918796,16.9632796364
39,D7 SSEA4+ Tra1-60-  29,999,23.1307507313,999,21.7736143677,19.9044164722,999,19.138169401,999,999,24.9183490333,23.5754030053,999,22.4160538169,999,999,22.9079701078,999,23.3954051301,999,999,24.1385563411,999,23.6842598876,999,25.4756288987,999,22.9801380919,999,999,23.7178740878,999,999,999,23.8968288182,999,999,999,999,26.6413301746,22.9371555966,999,999,999,999,999,999,26.078919988,999,999,23.630672667,22.0002112855,20.7006398831,999,999,999,999,24.7111959406,999,999,999,22.7820763521,22.2199757876,24.5374589632,22.8177183864,999,23.8691283831,999,999,999,999,999,999,999,999,18.7062604576,22.4056087954,999,25.2003435365,999,999,23.1766615109,999,19.3102188834,18.3708837074,26.2738950128,21.7869733289,999,999,999,999,999,999,999,999,999,16.3647735446
40,D11 SSEA4+ Tra1-60-  4,999,999,999,26.0365579375,999,999,21.9898390313,999,999,24.7129636142,25.1424158852,999,23.2130577448,999,999,999,999,26.7449175697,999,999,26.714659892,999,23.9958334584,999,22.2389993993,999,25.0518348467,999,999,25.2153289042,999,26.89802375,25.506303841,22.9585652211,999,999,999,999,999,22.3341832602,999,999,23.5848283141,999,999,24.4820438751,25.4695702777,999,999,24.8843143533,999,22.3365354981,999,999,999,999,24.4342217323,999,27.5921720691,999,999,24.6000129364,24.0257232771,19.479470826,999,999,999,999,999,999,999,999,999,999,17.6426680457,999,999,999,21.9497423946,999,23.6275119579,999,22.8168855749,17.9108258498,23.815142015,23.8741408492,999,999,999,999,999,999,999,24.9518250143,999,18.4837172288
41,D11 SSEA4+ Tra1-60-  12,999,24.7060900767,999,999,999,999,23.8103721601,999,999,26.1623955294,22.090032413,25.5428119799,21.9662911667,999,21.6969119742,23.5102585166,999,999,999,999,23.9837744657,23.0028996047,20.8461478955,999,22.3898219411,999,23.4512324838,26.4870938033,999,26.9603610667,999,999,999,23.8618319617,999,999,21.8670302619,999,999,24.443605962,999,999,21.403545764,999,19.5684375807,22.2817867862,999,999,22.5944473833,25.995937989,24.4658529546,26.5117044071,999,999,999,999,25.6560345232,999,999,999,23.4435871818,22.4181171947,22.5964160784,999,26.2067653157,23.3721771331,20.7652176456,23.4305999577,22.5676968615,999,999,999,23.5271533279,999,22.2495181382,999,999,23.8928696974,24.9866128692,999,25.8227855484,999,21.8748113589,16.7607746526,999,26.3154017663,21.7584890816,999,999,25.785501603,24.9094434552,22.5866957044,999,999,21.0703889209,17.6960625347
42,D11 SSEA4+ Tra1-60-  20,999,999,999,23.6571244312,22.1453437226,999,21.8411923362,999,999,26.00556553,23.2075986693,999,23.5880352016,999,25.9690400341,25.2012800092,999,999,999,999,27.7232228695,999,24.7572086681,999,20.5739897514,999,23.2489883014,999,999,999,999,25.6928880006,999,26.0427945204,999,999,999,999,999,22.7673044504,999,999,23.4472765064,999,22.6344496384,24.9089276954,25.865953042,999,999,999,22.233352163,23.365093079,999,999,999,999,24.4442956567,999,999,999,999,22.9822902076,26.2924403932,999,999,23.947303201,25.6492781909,25.9978091153,20.8308042258,999,999,999,999,999,18.6844424361,999,999,26.1756160179,22.4929187275,999,23.8080231572,999,20.3364996062,17.8850701532,24.7521677371,23.1086299055,999,999,999,24.077319402,999,24.906949757,999,999,999,17.7378635978
43,D14 SSEA4+ Tra1-60-  5,999,20.8807500438,999,999,999,999,25.6426017316,999,23.0017057763,22.9049467765,22.5195746898,26.8034713225,20.2605663107,999,20.2815095746,23.8203351724,24.1717258457,999,999,999,23.1275879716,21.8867335724,18.4634445575,999,23.3577047352,999,22.1154908721,23.6128255306,999,24.1673062235,25.0672320217,999,999,20.8011383715,999,999,19.4831142194,999,24.7205415973,23.4587510933,999,22.1013502616,21.2678505279,999,22.8609201047,23.2122314008,999,999,18.8047918369,22.7642915968,21.1847422992,999,999,23.3848070252,999,24.2533855967,27.2803859859,999,999,22.6313223062,999,23.5640510832,22.404739406,999,23.376581163,23.1597932837,22.140889333,26.0354533794,20.2221570754,999,999,999,20.4001899511,999,27.1930485276,999,999,23.759781337,19.9020950055,999,21.1643086845,999,29.183119966,16.4480264689,999,22.5660764377,18.9424617647,999,999,25.1424335305,22.5752286516,22.1766404323,27.3916004839,20.8332378002,17.103471635,16.218967572
44,D14 SSEA4+ Tra1-60-  14,999,20.546981769,999,999,999,999,999,23.8739608666,19.5560483696,23.0177147519,22.9744662519,23.478669849,22.3913433871,999,21.0680636993,999,999,27.8512361797,999,999,999,22.0613335065,22.1513772717,999,25.7490077723,23.6524231311,22.5007701917,999,999,24.1612113419,999,25.630104963,23.6542466739,23.0075405207,999,999,22.9917027182,999,999,23.906676109,999,22.9047331741,21.6976879057,999,22.9065108462,22.5071448478,23.9035308201,999,20.1317838711,23.017612944,18.7027787444,999,999,999,999,24.1397538851,999,999,26.7242467369,999,999,25.7530230366,23.5643787851,999,23.3470085167,23.4612608117,19.5385318739,24.0286263027,21.3156344763,999,999,999,20.411666605,999,999,999,999,23.2489651201,19.9097727165,999,22.9758994568,999,999,18.579208628,999,22.4910345777,21.0996186874,999,999,22.3738760702,19.0902302829,20.5686793486,25.3695400656,21.9492474266,16.3855347505,17.4643501931
45,D14 SSEA4+ Tra1-60-  22,999,25.0269155286,999,999,22.6598576584,999,25.275479308,26.8330539565,999,25.3702997274,24.2150519566,999,23.417554528,999,24.4304730235,24.1653446366,999,24.4279335426,999,999,24.9158537181,999,24.4959296031,999,25.588181663,999,22.1497503524,999,999,999,999,26.380585657,23.246841382,24.0163505788,999,999,999,999,999,24.7136432777,999,999,999,999,999,999,26.5065987689,999,999,24.30858418,22.5031011459,999,999,999,999,999,21.5695648039,999,999,999,25.9443691732,25.8697310054,24.2454397406,999,23.9438211845,23.6883268809,20.9927284986,999,21.6931060857,999,28.5112059481,999,23.4730699398,999,19.0058577647,999,999,999,24.0748338993,999,25.8819260668,999,23.7278532724,18.0281095006,999,27.7593199909,25.3910235389,999,999,999,22.6643588338,21.2579960815,999,999,25.9540428667,18.156989434
46,D21 SSEA4+ Tra1-60-  4,999,999,999,999,999,999,23.6425460051,999,27.2520276599,25.7814772848,23.7671999663,999,20.6553098579,999,22.670914321,21.6029454926,26.6592041896,25.2971269698,999,999,23.7128970816,999,22.5158824303,999,20.249499229,23.2824437569,999,999,999,25.5018393552,999,24.1000135446,999,25.8353195399,999,999,999,999,999,22.9798436296,999,999,999,999,26.3039735824,25.6723086298,999,999,23.6917740663,999,22.4768116572,999,999,999,28.7886695894,999,999,999,999,999,23.422998596,25.6165254107,23.1530979817,999,999,999,20.7099259391,23.4331242182,999,999,999,999,24.8723223463,999,22.2863991794,999,999,23.9372078166,999,23.5360882353,21.8977616633,999,22.7364430626,16.5620257365,26.0114760101,23.1117706469,25.095525358,999,999,24.0554299296,999,24.8504154098,999,999,23.7806523374,17.35295179
47,D21 SSEA4+ Tra1-60-  13,999,23.4213993378,999,999,999,999,21.4916804946,999,18.7070989485,26.5771992714,23.9253568176,999,22.2733784502,999,24.243244465,23.3898202138,999,999,999,999,23.8203085461,24.4727266482,23.8085547381,999,22.4899087607,999,999,26.5697171867,999,25.928093793,999,26.6479374504,24.4205475673,22.5755486139,999,999,999,999,26.6345640654,23.1544396425,999,999,21.8895923538,999,24.6342634836,999,26.820366464,999,999,25.7312419208,20.2339046484,999,999,999,999,999,22.1912486197,999,999,999,24.5400962673,999,23.8426993949,999,23.4999621938,24.5022101046,19.7511259247,26.1382966915,21.3533591859,999,999,999,21.9085514397,999,23.2185590537,999,999,23.8444593317,25.1797387549,999,24.3764365992,999,20.7262797401,17.9812702377,999,22.6004013307,23.452450432,999,999,22.9927590296,22.8880350679,22.5434703042,999,999,23.8034406988,17.1788228081
48,D21 SSEA4+ Tra1-60-  22,20.5016136425,22.1097416471,999,999,999,999,25.3344900281,25.1663260131,21.613706076,23.8988032234,23.3187341961,999,20.2216211614,999,20.4374373595,23.3205326,999,999,999,999,23.1051876688,21.0105018205,19.9625614541,999,24.4106424436,999,22.2707061474,999,999,24.5882050757,26.0343118402,999,24.4052605733,21.7851057914,999,999,21.1967714845,999,999,22.4375327705,999,24.6631619441,19.6334757098,999,24.5806273493,22.1220970422,999,999,18.2675793726,23.1135022759,21.406503296,999,999,999,999,25.1891667728,23.2912197535,999,25.6874835641,24.6778801071,21.9573167911,23.0136174172,21.8408706253,999,24.7801158529,22.2874735092,20.3197149392,24.0755152799,20.2913091112,999,28.2382450224,999,21.0128012404,999,999,999,999,21.8386774726,22.193818415,24.6725771591,22.0460265736,999,23.5002720575,16.5647553074,999,21.724987904,21.1824866794,999,999,24.797137484,19.4040146929,20.9839999066,24.6843950116,21.2623605959,16.8028249886,16.1321439098
49,D7 SSEA4+ Tra1-60-  8,999,24.7639579651,999,23.6724974711,21.1693724549,999,20.005148834,999,999,23.0924764648,22.9581404731,999,21.5083009546,999,999,22.9276269535,999,22.2882157239,999,999,24.66557273,999,22.8290205006,999,23.6211894944,999,23.1296592954,23.8551974788,999,25.3458631334,999,24.5466834229,23.2213839797,24.4033911011,999,999,999,999,999,21.678733273,999,999,20.5381857585,999,999,24.5126869908,24.3537225403,999,999,25.2999199516,999,20.9897058803,999,999,999,999,24.1406835035,999,27.7442570911,999,22.329940354,22.3885097745,23.6847557779,22.7264941372,999,23.0691754888,999,23.8697303748,999,999,999,999,999,999,19.8330125325,22.1525794259,999,22.5616404333,999,999,26.663576186,999,21.0939652026,18.5780906796,999,21.8531625928,999,999,24.2086816921,999,999,999,999,999,999,16.5347718839
50,D7 SSEA4+ Tra1-60-  21,999,25.5035591165,999,22.1674556363,20.8214770872,999,19.6188216142,999,999,27.1119158174,24.2590103844,999,22.8657058995,999,999,22.8181546478,999,22.3475261958,26.8214474849,999,999,999,22.4873340486,999,22.0302074287,999,23.1019732464,25.3356530798,999,26.0666224668,999,999,999,23.9732620763,999,999,999,999,999,22.522202716,999,999,24.4410259557,999,999,23.8212404696,25.895892642,999,999,25.2590421782,23.2846503059,21.6911739784,999,999,999,999,999,999,27.8012162051,999,23.0408141585,25.575416118,22.7698745687,22.9775541964,999,24.5842139238,999,999,999,999,999,999,999,999,19.5382604091,23.8456609723,999,24.9156205453,999,999,23.7419803046,999,20.9935066083,17.8463543405,999,999,999,999,999,999,999,999,999,999,999,17.2612731853
51,D7 SSEA4+ Tra1-60-  30,999,999,999,21.2541158315,21.2618102843,999,19.700355015,999,999,24.18655929,23.0460265725,999,23.5470310605,999,999,22.026782724,999,23.469171554,999,999,24.8848904224,999,21.8456253664,999,999,999,23.4973157509,24.1271405304,999,999,999,999,22.8738178519,22.9238731625,999,999,999,999,999,23.3984350746,999,999,999,999,999,23.9358043056,24.9423606807,999,23.6470350582,24.3105199832,22.810743264,21.3149332107,999,999,999,999,25.4581072829,999,999,999,23.6203751473,999,23.9208562421,20.3405745041,999,23.75367576,999,23.9438398773,999,999,999,999,999,999,18.0662252537,23.3714392125,999,23.9316170512,999,999,24.1076227556,999,20.2378520203,19.0969981483,24.9633471281,23.5464477207,999,999,21.8200425936,999,999,999,999,999,999,16.8293002012
52,D11 SSEA4+ Tra1-60-  5,999,23.5826389229,999,999,999,999,21.8754979755,999,999,25.1116770013,23.0809027755,999,21.7233703514,999,20.4832802037,22.0648110878,999,24.2422011073,999,999,23.776479404,999,21.6543064214,999,21.3808182289,999,23.5198974451,24.9699997253,999,24.4029820792,999,23.8156509006,24.608353944,22.8989033484,999,999,25.0536836049,999,999,23.7982049761,999,999,20.7486543887,999,20.6559351662,23.248461329,999,999,25.1845330338,25.2566185929,20.9754488611,999,999,999,999,999,22.2890983948,25.6867970583,999,999,21.5254507096,23.0458544445,23.2206099254,999,22.9757262969,24.7847143883,20.8962354547,24.2893503424,25.3595583408,999,999,999,23.5453235562,999,27.1867153169,999,999,22.4600279937,23.4288039312,999,23.4268687518,999,21.99722232,16.4044866779,999,23.5001985441,20.7253139963,999,999,24.2140400301,22.7925964287,21.0715706705,999,999,22.2664747805,17.2118072741
53,D11 SSEA4+ Tra1-60-  13,999,22.7397865709,999,999,23.3902886408,999,22.947514396,999,23.690565792,26.1871107132,27.4728718439,999,21.2650922073,999,22.5799231896,25.7586788003,999,999,999,999,24.6137153353,23.2564565543,21.9511700535,999,21.2052323584,999,24.279445366,26.4885430688,999,23.8707722217,999,999,999,24.0778685945,999,999,999,999,26.8785766647,23.2141285734,999,999,22.3850805248,999,19.4870799747,23.5095660479,26.3326607815,999,999,23.7057848589,22.3883714625,999,999,999,999,999,999,24.0360573668,999,999,24.3533111681,999,23.5817849043,999,999,22.4863200463,21.4046484946,25.9885418905,23.6828103406,999,999,999,22.023740059,999,22.0987823113,999,999,24.3428744865,999,999,22.0519833113,999,23.2567277173,16.5267401455,27.0165044835,22.670898481,23.1248440763,999,999,23.8669004481,20.7472490118,21.6574476019,999,999,18.0015335245,17.4070784688
54,D11 SSEA4+ Tra1-60-  21,999,999,999,999,21.2533065201,999,21.3587335479,999,999,999,24.4422115446,999,23.0137368114,999,999,23.5859096573,999,26.2469878717,999,999,24.4806516167,999,22.6850666353,999,23.6595223227,999,22.6621845644,24.6853252972,999,999,999,22.9189130412,999,22.8253536737,999,999,999,999,999,23.0094164431,999,24.2972627103,21.963556884,999,20.0641237883,23.2173836225,25.3901738983,999,999,26.3319114656,24.3027008113,24.8815043348,999,999,999,999,26.4950732089,999,999,999,23.9405939991,24.0075011369,25.1994630438,999,999,24.5380395832,22.0590383388,999,23.680352494,999,999,999,24.0603341704,999,999,22.766231968,999,23.6488715061,20.9018287406,999,23.973343795,999,19.3740615034,18.1474385137,999,23.9224900179,999,999,999,999,999,25.6986339985,999,999,18.8774846184,17.6843624978
